,AutoClass
0,0
1,0.00118389897395422
2,0.00035486160397445
3,0.000625390869293308
4,0.000183688464364438
5,0.000223313979455114
6,0.000255754475703325
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0.000371057513914657
20,0
21,0
22,0.000319284802043423
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0.000420964007577352
34,0.000598981731057203
35,0.000208159866777685
36,0.000391236306729264
37,0.000190150218672751
38,0
39,0.000299311583358276
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0.000246791707798618
50,0.000217249619813165
51,0.000208029956313709
52,0.00251730648206419
53,0.00115942028985507
54,0.00716845878136201
55,0.00201816347124117
56,0.00100468854655057
57,0.000920810313075506
58,0.000631911532385466
59,0.00107142857142857
60,0.000378931413414172
61,0
62,0
63,0
64,0.000312695434646654
65,0
66,0.00090481360839667
67,0.000741564701520208
68,0.000941796948577887
69,0
70,0.000380083618396047
71,0.00018811136192626
72,0
73,0.000822909809084924
74,0.000163692912096906
75,0.000349406009783368
76,0
77,0.000683060109289617
78,0.000351617440225035
79,0.000351493848857645
80,0.00602688919796013
81,0.00817555938037866
82,0.003487358326068
83,0.0041031652989449
84,0.00602409638554217
85,0.00667880995749848
86,0.00406710726995425
87,0.00339970859640602
88,0.00362976406533575
89,0.00594273365748244
90,0.00271739130434783
91,0.0118755118755119
92,0.0144270403957131
93,0.00918897323212145
94,0.0211480362537764
95,0.0193384223918575
96,0.0161117078410312
97,0.0141176470588235
98,0.0161495962600935
99,0
100,0.0206297502714441
101,0.0171149144254279
102,0.00506243671954101
103,0.0116133082234777
104,0.0101569713758079
105,0.00126103404791929
106,0.000623441396508728
107,0.00062015503875969
108,0.00185013876040703
109,0.000625978090766823
110,0.00127510360216768
111,0.00119545726240287
112,0.00218102508178844
113,0.00049800796812749
114,0
115,0
116,0
117,0
118,0
119,0.000324359390204346
120,0
121,0
122,0.000374906273431642
123,0
124,0
125,0
126,0.000122759636631476
127,0
128,0
129,0
130,0
131,0
