,AutoClass
0,0.00352422907488987
1,0.00118389897395422
2,0.00177430801987225
3,0
4,0.00091844232182219
5,0.000893255917820456
6,0.00153452685421995
7,0.000707213578500707
8,0.000999333777481679
9,0.00110864745011086
10,0.00175644028103044
11,0.00114613180515759
12,0.0127768313458262
13,0.00713648528099911
14,0.00549828178694158
15,0.00178571428571429
16,0
17,0
18,0.000354233085370174
19,0.000742115027829314
20,0.000424448217317487
21,0.000992063492063492
22,0.00159642401021711
23,0.000324675324675325
24,0.00120882441825325
25,0.00167224080267559
26,0.00244872972145699
27,0.000577034045008655
28,0.00111888111888112
29,0.00040551500405515
30,0.00275482093663912
31,0.000694283730617912
32,0.00155590131140253
33,0.00168385603030941
34,0.000748727163821503
35,0.000832639467110741
36,0.00156494522691706
37,0.000570450656018254
38,0.000548546352166758
39,0.0011972463334331
40,0.0022703818369453
41,0.00199880071956826
42,0.002040399918384
43,0.00173122700714131
44,0.00229885057471264
45,0.00260115606936416
46,0.00107642626480086
47,0.00103707544723879
48,0.00228440890919475
49,0.00148075024679171
50,0.00217249619813165
51,0.00208029956313709
52,0.00566393958464443
53,0.00521739130434783
54,0.003584229390681
55,0.00454086781029263
56,0.00100468854655057
57,0.00276243093922652
58,0.00157977883096367
59,0.00214285714285714
60,0.000378931413414172
61,0.00067272115708039
62,0.000401606425702811
63,0.00149164677804296
64,0.000938086303939962
65,0.000893655049151028
66,0.00162866449511401
67,0.00278086763070078
68,0.00282539084573366
69,0.00269541778975741
70,0.00475104522995059
71,0.00206922498118886
72,0.00151057401812689
73,0.000493745885450955
74,0.00114585038467834
75,0.00279524807826695
76,0.00325497287522604
77,0.00648907103825137
78,0.00527426160337553
79,0.00667838312829526
80,0.00509967547519703
81,0.00258175559380379
82,0.00697471665213601
83,0.00234466588511137
84,0.0036144578313253
85,0.00546448087431694
86,0.00355871886120996
87,0.00582807187955318
88,0.00302480338777979
89,0.00324149108589951
90,0.00217391304347826
91,0.00491400491400491
92,0.00247320692497939
93,0.00519376747902517
94,0.00302114803625378
95,0.00458015267175573
96,0.0037593984962406
97,0.00705882352941176
98,0.00297492562685933
99,0
100,0.00271444082519001
101,0.00733496332518337
102,0.0030374620317246
103,0.0034526051475204
104,0.00646352723915051
105,0.00126103404791929
106,0.00249376558603491
107,0.00341085271317829
108,0.000616712920135677
109,0.00219092331768388
110,0.00191265540325151
111,0.00717274357441721
112,0.00763358778625954
113,0.00547808764940239
114,0
115,0.000119047619047619
116,0.000699300699300699
117,0.001232741617357
118,0
119,0.00518975024326954
120,0.00415454923140839
121,0.000549752611324904
122,0.000999750062484379
123,0
124,0.000939471211917863
125,0.00101574403250381
126,0.000859317456420329
127,0
128,0.000139178844815588
129,0
130,0.000119674485399713
131,0.000575208513085994
132,0
133,0
134,0.000676132521974307
135,0.000151607034566404
136,0.00088261253309797
137,0.00166458593424886
138,0.00170212765957447
139,0.00218579234972678
140,0
141,0.00261096605744125
142,0.00350877192982456
143,0.00961538461538462
144,0.00188146754468485
145,0.000914076782449726
146,0.00845410628019324
147,0.00282485875706215
148,0.00673724735322425
149,0.00481347773766546
150,0.00745762711864407
151,0.00510204081632653
152,0.00170940170940171
153,0.00175131348511384
154,0.000678656260604004
155,0.00248678893378924
156,0.000375234521575985
157,0.000404367165386171
158,0.00197472353870458
159,0.000387747188832881
160,0.000383656244005371
161,0.00019739439399921
162,0.000169290672083968
163,0.000674877678420786
164,0.00123762376237624
165,0.000600961538461538
166,0.000785957558291852
167,0.00151057401812689
168,0.00159817351598174
169,0.000720634158059092
170,0.00215940321947389
171,0.000554016620498615
172,0.00160227879651059
173,0.000887311446317658
174,0.000653737197646546
175,0.001652437345084
176,0.000760263558033452
177,0.000803600128576021
178,0.000511683438512707
179,0.000677048070412999
180,0.00163398692810458
181,0.00182149362477231
182,0.00131195335276968
183,0.000746825989544436
184,0.00127677684777983
185,0.00117664362406236
186,0
187,0.00130076600664836
188,0
189,0.0004197565412061
190,0.00196463654223969
191,0.000419697817571349
192,0.000279524807826695
193,0.00075052536775743
194,0.000400080016003201
195,0.000145285485979951
196,0.00013984058173682
197,0.00110497237569061
198,0.000605510142294883
199,0.000442184390891002
200,0.000946969696969697
201,0.000455892409391384
202,0.000243131534159981
203,0.000567375886524823
204,0.00132187706543291
205,0.000950118764845606
206,0.000464414257517706
207,0.00123977188197372
208,0.00134474327628362
209,0.0014786169244768
210,0.00135486056226713
211,0.000785986975072985
212,0.00129664313499496
213,0.00224921277552856
214,0.002636783124588
215,0.00159562343286984
216,0.00159172304019101
217,0.00201126307320998
218,0.00155189136760427
219,0.003515625
220,0.00412249705535925
221,0.00164663263625885
222,0.0013833384568091
223,0.00194174757281553
224,0.00119928043174096
225,0.00112233445566779
226,0.00109669164686529
227,0.00198688654877806
228,0.0028193450444589
229,0.00232790156301962
230,0.00177654954599289
231,0.00147523709167545
232,0.00319707695820964
233,0.00469483568075117
234,0.00391951920564411
235,0.00333412717313646
236,0.00219250164437623
237,0.00269765511516912
238,0.00276067105542578
239,0.00335289186923722
240,0.0038659793814433
241,0.00373462214411248
242,0.00245098039215686
243,0.00313534227486501
244,0.00343938091143594
245,0.00281412691712396
246,0.00121901665989435
247,0.00123018042646255
248,0.00194796159732851
249,0.000580973129992738
250,0.0014265335235378
251,0.000781453503516541
252,0.00245959241040056
253,0.0039119804400978
254,0.00294021561581183
255,0.00774693350548741
256,0.00687568756875688
257,0
258,0.00326797385620915
259,0.00566666666666667
260,0.0023194168323393
261,0.00241545893719807
262,0.00274319476682844
263,0
264,0.00347648261758691
265,0.00136147038801906
266,0.00101729399796541
267,0.000438692695766616
268,0.00106496272630458
269,0.000861141011840689
270,0.00106179655977915
271,0
272,0.000830564784053156
273,0.000820176337912651
274,0
275,0.00191662673694298
276,0.00146842878120411
277,0.000366300366300366
278,0.00187617260787992
279,0.000880281690140845
280,0.000715819613457409
281,0.00302114803625378
282,0.00179131213613972
283,0.00165425971877585
284,0.00240384615384615
285,0.00233972859148339
286,0.00148551621688537
287,0.00125628140703518
288,0.00100908173562059
289,0
290,0.0012666244458518
291,0.0026542800265428
292,0.000698324022346369
293,0.00330250990752972
294,0.00242013552758954
295,0.00244738130200685
296,0.00439882697947214
297,0.00118455342335939
298,0.002685546875
299,0.00245218244237371
300,0.00102759835584263
301,0.00143225436837582
302,0.00119402985074627
303,0.00035778175313059
304,0.00212765957446809
305,0.00060108194750551
306,0.000263574064312072
307,0.000505944852011131
308,0.000541125541125541
309,0.00278603268945022
310,0.000608025942440211
311,0.000823384108686702
312,0.00938086303939963
313,0
314,0.0078740157480315
315,0.00916030534351145
316,0
317,0.00172265288544358
318,0.00110619469026549
319,0.000938086303939962
320,0
321,0
322,0
323,0.00304506699147381
324,0.000966494845360825
325,0.0015552099533437
326,0.00401606425702811
327,0.00193637621023513
328,0
329,0.00188433106247282
330,0
331,0.00358917725013805
332,0.00389105058365759
333,0.00177672490376073
334,0.00348432055749129
335,0.00205831903945111
336,0.00167112299465241
337,0.00103114044132811
338,0.00140515222482436
339,0.00130958617077004
340,0.000704473406128919
341,0.000703111267358059
342,0.000651041666666667
343,0.00141643059490085
344,0.00109970674486804
345,0.000412371134020619
346,0.00165234633179114
347,0.00301386377335744
348,0.00315457413249211
349,0.000559127760693318
350,0.00165289256198347
351,0.00133511348464619
352,0.00217323812480596
353,0.0021703743895822
354,0.000591715976331361
355,0.0048721071863581
356,0.00064246707356248
357,0.00188222640494757
358,0.00132205182443152
359,0.00249843847595253
360,0.00242497726583813
361,0.00188501413760603
362,0.00347331859804231
363,0.00348128807658834
364,0.00256191289496157
365,0.00136301681054066
366,0.00084530853761623
367,0
368,0.00165084605860504
369,0
370,0.00384985563041386
371,0.00196463654223969
372,0.000938086303939962
373,0.00252127324298771
374,0.00179533213644524
375,0.00977198697068404
376,0.00903954802259887
377,0.0126651982378855
378,0.000980872976949485
379,0.000477554918815664
380,0.00197921820880752
381,0.000913909705721075
382,0.000566037735849057
383,0.000906125407756433
384,0.00102669404517454
385,0.00407239819004525
386,0.00562283737024221
387,0.00222401940962394
388,0
389,0.00303900050650008
390,0.0126742712294043
391,0.0108695652173913
392,0.0127758420441347
393,0.00770925110132159
394,0.00496414782129068
395,0.00555247084952804
396,0.00200133422281521
397,0.00268276324614353
398,0.00586701434159061
399,0.00558375634517766
400,0.0089622641509434
401,0.00709219858156028
402,0.0035799522673031
403,0.00295159386068477
404,0.00596302921884317
405,0.00598802395209581
406,0.00631911532385466
407,0.00506329113924051
408,0.0079428117553614
409,0.00819672131147541
410,0.008
411,0.0088135593220339
412,0.0174870466321244
413,0.0118824265165729
414,0.00650054171180932
415,0.00755939524838013
416,0.0046242774566474
417,0.0162454873646209
418,0.011605415860735
419,0.0118577075098814
420,0.0151843817787419
421,0.00845665961945032
422,0.0120772946859903
423,0.00253164556962025
424,0.00346901017576318
425,0.00253514634708458
426,0.00187023449863329
427,0.00203873598369011
428,0.00125533517449159
429,0
430,0.00376931775348662
431,0.00382043935052531
432,0.00267737617135207
433,0.00806451612903226
434,0.00160320641282565
435,0.00340522133938706
436,0.00275061124694377
437,0.00189993666877771
438,0.00298596595998806
439,0.00127307447485678
440,0
441,0
442,0.00129776496034607
443,0
444,0.00160420008750182
445,0.00147383935151069
446,0.0029673590504451
447,0.0017921146953405
448,0.000824742268041237
449,0.00188619930839359
450,0.00033500837520938
451,0.00181818181818182
452,0.00145958766648422
453,0.0015180265654649
454,0.00154888673765731
455,0.00314898641999606
456,0.00278551532033426
457,0.00312317001756783
458,0.00252525252525253
459,0.00284668564457096
460,0.00428348909657321
461,0.0054333061668025
462,0.00418410041841004
463,0.00229423573272154
464,0.00121728545343883
465,0.0023767082590612
466,0.00152232746955345
467,0.000819672131147541
468,0.00112892300745089
469,0.000739754401538689
470,0.00441826215022091
471,0.0036757948906451
472,0.00334946036471902
473,0
474,0.0039241334205363
475,0.00317460317460317
476,0.00504838031131679
477,0.00246305418719212
478,0.00164203612479475
479,0.00295785062854326
480,0.00154400411734431
481,0.00219298245614035
482,0.00107411385606874
483,0.00137362637362637
484,0.00248880039820806
485,0.00209497206703911
486,0.000338868180277872
487,0.00162919517758227
488,0.00107411385606874
489,0.00294695481335953
490,0.0010124873439082
491,0.00117994100294985
492,0.00207530388378298
493,0.000878477306002928
494,0.000941028858218319
495,0.00126782884310618
496,0.000356125356125356
497,0.00060459492140266
498,0.00168804861580013
499,0.00117855038302887
500,0.000272405339144647
501,0.000814553353244638
502,0.00114580349470066
503,0
504,0.000972222222222222
505,0.0004151100041511
506,0.000402414486921529
507,0
